"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 13 00:47:23 GMT 2025","Mon Oct 13 00:47:25 GMT 2025","2021","firefox","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #6",""
"passed","Mon Oct 13 00:49:14 GMT 2025","Mon Oct 13 00:49:17 GMT 2025","3706","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Add all available products to cart",""
"passed","Mon Oct 13 00:47:28 GMT 2025","Mon Oct 13 00:47:31 GMT 2025","3844","firefox","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Purchase after sorting products by name (A to Z)",""
"passed","Mon Oct 13 00:49:18 GMT 2025","Mon Oct 13 00:49:21 GMT 2025","3134","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #2",""
"passed","Mon Oct 13 00:48:58 GMT 2025","Mon Oct 13 00:49:08 GMT 2025","9112","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Add single product to cart",""
"passed","Mon Oct 13 00:49:33 GMT 2025","Mon Oct 13 00:49:36 GMT 2025","2250","webkit","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #6",""
"passed","Mon Oct 13 00:49:24 GMT 2025","Mon Oct 13 00:49:26 GMT 2025","2311","webkit","src/features/login.feature.spec.js","User Authentication and Login","","","Successful login with problem user",""
"passed","Mon Oct 13 00:48:26 GMT 2025","Mon Oct 13 00:48:30 GMT 2025","3993","chromium","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow > Purchase validation with different user types","","","Example #3",""
"passed","Mon Oct 13 00:47:33 GMT 2025","Mon Oct 13 00:47:42 GMT 2025","9440","firefox","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow > Purchase validation with different user types","","","Example #2",""
"passed","Mon Oct 13 00:47:15 GMT 2025","Mon Oct 13 00:47:17 GMT 2025","1722","firefox","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with locked out user",""
"passed","Mon Oct 13 00:49:42 GMT 2025","Mon Oct 13 00:49:48 GMT 2025","5252","webkit","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow > Purchase validation with different user types","","","Example #1",""
"passed","Mon Oct 13 00:47:22 GMT 2025","Mon Oct 13 00:47:24 GMT 2025","1940","firefox","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #5",""
"passed","Mon Oct 13 00:47:52 GMT 2025","Mon Oct 13 00:48:06 GMT 2025","13708","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Remove single product from inventory page",""
"passed","Mon Oct 13 00:48:23 GMT 2025","Mon Oct 13 00:48:28 GMT 2025","4460","chromium","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow > Purchase validation with different user types","","","Example #1",""
"passed","Mon Oct 13 00:49:45 GMT 2025","Mon Oct 13 00:49:55 GMT 2025","9769","webkit","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow > Purchase validation with different user types","","","Example #2",""
"passed","Mon Oct 13 00:49:35 GMT 2025","Mon Oct 13 00:49:40 GMT 2025","4855","webkit","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Complete purchase of multiple products",""
"passed","Mon Oct 13 00:47:29 GMT 2025","Mon Oct 13 00:47:44 GMT 2025","15491","firefox","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Purchase with performance glitch user",""
"passed","Mon Oct 13 00:48:58 GMT 2025","Mon Oct 13 00:49:18 GMT 2025","19235","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Remove single product from inventory page",""
"passed","Mon Oct 13 00:49:26 GMT 2025","Mon Oct 13 00:49:28 GMT 2025","1977","webkit","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with invalid credentials",""
"passed","Mon Oct 13 00:49:40 GMT 2025","Mon Oct 13 00:49:56 GMT 2025","16024","webkit","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Purchase with performance glitch user",""
"passed","Mon Oct 13 00:47:10 GMT 2025","Mon Oct 13 00:47:13 GMT 2025","2812","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #3",""
"passed","Mon Oct 13 00:48:02 GMT 2025","Mon Oct 13 00:48:13 GMT 2025","10442","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with performance considerations","","","Example #1",""
"passed","Mon Oct 13 00:48:01 GMT 2025","Mon Oct 13 00:48:02 GMT 2025","1293","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Verify product details in cart match inventory",""
"passed","Mon Oct 13 00:48:22 GMT 2025","Mon Oct 13 00:48:26 GMT 2025","3941","chromium","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Purchase with visual user to test UI consistency",""
"passed","Mon Oct 13 00:49:28 GMT 2025","Mon Oct 13 00:49:30 GMT 2025","2051","webkit","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with both fields empty",""
"passed","Mon Oct 13 00:49:19 GMT 2025","Mon Oct 13 00:49:22 GMT 2025","3072","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #3",""
"passed","Mon Oct 13 00:47:13 GMT 2025","Mon Oct 13 00:47:16 GMT 2025","2451","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #6",""
"passed","Mon Oct 13 00:48:58 GMT 2025","Mon Oct 13 00:49:09 GMT 2025","10070","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Add multiple products to cart",""
"passed","Mon Oct 13 00:47:34 GMT 2025","Mon Oct 13 00:47:39 GMT 2025","4678","firefox","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow > Purchase validation with different user types","","","Example #3",""
"passed","Mon Oct 13 00:49:22 GMT 2025","Mon Oct 13 00:49:25 GMT 2025","3201","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #6",""
"passed","Mon Oct 13 00:47:18 GMT 2025","Mon Oct 13 00:47:19 GMT 2025","1797","firefox","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with empty password",""
"passed","Mon Oct 13 00:49:21 GMT 2025","Mon Oct 13 00:49:24 GMT 2025","2925","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #5",""
"passed","Mon Oct 13 00:46:54 GMT 2025","Mon Oct 13 00:47:00 GMT 2025","6124","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Add multiple products to cart",""
"passed","Mon Oct 13 00:48:13 GMT 2025","Mon Oct 13 00:48:14 GMT 2025","1535","chromium","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with both fields empty",""
"passed","Mon Oct 13 00:47:56 GMT 2025","Mon Oct 13 00:47:59 GMT 2025","2577","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Remove multiple products from cart",""
"passed","Mon Oct 13 00:47:23 GMT 2025","Mon Oct 13 00:47:28 GMT 2025","4283","firefox","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Complete purchase of a single product with standard user",""
"passed","Mon Oct 13 00:47:07 GMT 2025","Mon Oct 13 00:47:18 GMT 2025","11146","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with performance considerations","","","Example #1",""
"passed","Mon Oct 13 00:47:19 GMT 2025","Mon Oct 13 00:47:22 GMT 2025","2186","firefox","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #1",""
"passed","Mon Oct 13 00:47:08 GMT 2025","Mon Oct 13 00:47:11 GMT 2025","2668","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #2",""
"passed","Mon Oct 13 00:48:04 GMT 2025","Mon Oct 13 00:48:06 GMT 2025","1977","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #2",""
"passed","Mon Oct 13 00:49:30 GMT 2025","Mon Oct 13 00:49:33 GMT 2025","2249","webkit","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #2",""
"passed","Mon Oct 13 00:47:32 GMT 2025","Mon Oct 13 00:47:36 GMT 2025","4778","firefox","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow > Purchase validation with different user types","","","Example #1",""
"passed","Mon Oct 13 00:49:17 GMT 2025","Mon Oct 13 00:49:28 GMT 2025","11742","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with performance considerations","","","Example #1",""
"passed","Mon Oct 13 00:49:33 GMT 2025","Mon Oct 13 00:49:41 GMT 2025","7984","webkit","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #4",""
"passed","Mon Oct 13 00:47:15 GMT 2025","Mon Oct 13 00:47:23 GMT 2025","7260","firefox","src/features/login.feature.spec.js","User Authentication and Login","","","Successful login with performance glitch user",""
"passed","Mon Oct 13 00:48:13 GMT 2025","Mon Oct 13 00:48:15 GMT 2025","1635","chromium","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #1",""
"passed","Mon Oct 13 00:48:17 GMT 2025","Mon Oct 13 00:48:20 GMT 2025","2811","chromium","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Complete purchase of a single product with standard user",""
"passed","Mon Oct 13 00:47:52 GMT 2025","Mon Oct 13 00:47:56 GMT 2025","4128","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Add multiple products to cart",""
"passed","Mon Oct 13 00:48:07 GMT 2025","Mon Oct 13 00:48:09 GMT 2025","2107","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #6",""
"passed","Mon Oct 13 00:47:57 GMT 2025","Mon Oct 13 00:48:04 GMT 2025","7206","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Clear entire cart",""
"passed","Mon Oct 13 00:49:10 GMT 2025","Mon Oct 13 00:49:18 GMT 2025","8159","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Clear entire cart",""
"passed","Mon Oct 13 00:47:22 GMT 2025","Mon Oct 13 00:47:29 GMT 2025","6922","firefox","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #4",""
"passed","Mon Oct 13 00:46:54 GMT 2025","Mon Oct 13 00:46:59 GMT 2025","5210","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Add single product to cart",""
"passed","Mon Oct 13 00:47:14 GMT 2025","Mon Oct 13 00:47:15 GMT 2025","1810","firefox","src/features/login.feature.spec.js","User Authentication and Login","","","Successful login with problem user",""
"passed","Mon Oct 13 00:47:59 GMT 2025","Mon Oct 13 00:48:00 GMT 2025","1396","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Continue shopping from cart",""
"passed","Mon Oct 13 00:48:11 GMT 2025","Mon Oct 13 00:48:13 GMT 2025","1399","chromium","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with empty username",""
"passed","Mon Oct 13 00:48:15 GMT 2025","Mon Oct 13 00:48:22 GMT 2025","7193","chromium","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #4",""
"passed","Mon Oct 13 00:48:12 GMT 2025","Mon Oct 13 00:48:13 GMT 2025","1425","chromium","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with empty password",""
"passed","Mon Oct 13 00:49:38 GMT 2025","Mon Oct 13 00:49:42 GMT 2025","4175","webkit","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Purchase after sorting products by name (A to Z)",""
"passed","Mon Oct 13 00:47:16 GMT 2025","Mon Oct 13 00:47:18 GMT 2025","1922","firefox","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with invalid credentials",""
"passed","Mon Oct 13 00:48:09 GMT 2025","Mon Oct 13 00:48:17 GMT 2025","7723","chromium","src/features/login.feature.spec.js","User Authentication and Login","","","Successful login with performance glitch user",""
"passed","Mon Oct 13 00:47:19 GMT 2025","Mon Oct 13 00:47:21 GMT 2025","2168","firefox","src/features/login.feature.spec.js","User Authentication and Login","","","Login with visual user to check UI consistency",""
"passed","Mon Oct 13 00:47:00 GMT 2025","Mon Oct 13 00:47:03 GMT 2025","3082","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Remove multiple products from cart",""
"passed","Mon Oct 13 00:48:14 GMT 2025","Mon Oct 13 00:48:16 GMT 2025","1511","chromium","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #2",""
"passed","Mon Oct 13 00:49:17 GMT 2025","Mon Oct 13 00:49:20 GMT 2025","2870","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #1",""
"passed","Mon Oct 13 00:48:14 GMT 2025","Mon Oct 13 00:48:16 GMT 2025","1614","chromium","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #3",""
"passed","Mon Oct 13 00:47:08 GMT 2025","Mon Oct 13 00:47:10 GMT 2025","2494","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #1",""
"passed","Mon Oct 13 00:48:06 GMT 2025","Mon Oct 13 00:48:08 GMT 2025","2184","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #4",""
"passed","Mon Oct 13 00:47:11 GMT 2025","Mon Oct 13 00:47:13 GMT 2025","2690","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #4",""
"passed","Mon Oct 13 00:48:17 GMT 2025","Mon Oct 13 00:48:21 GMT 2025","3889","chromium","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Complete purchase of multiple products",""
"passed","Mon Oct 13 00:47:05 GMT 2025","Mon Oct 13 00:47:07 GMT 2025","1615","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Verify product details in cart match inventory",""
"passed","Mon Oct 13 00:48:13 GMT 2025","Mon Oct 13 00:48:14 GMT 2025","1615","chromium","src/features/login.feature.spec.js","User Authentication and Login","","","Login with visual user to check UI consistency",""
"passed","Mon Oct 13 00:48:21 GMT 2025","Mon Oct 13 00:48:24 GMT 2025","3655","chromium","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Attempt purchase with all products in cart",""
"passed","Mon Oct 13 00:48:20 GMT 2025","Mon Oct 13 00:48:23 GMT 2025","3256","chromium","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Purchase after sorting products by name (A to Z)",""
"passed","Mon Oct 13 00:46:54 GMT 2025","Mon Oct 13 00:47:08 GMT 2025","14495","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Remove single product from inventory page",""
"passed","Mon Oct 13 00:49:25 GMT 2025","Mon Oct 13 00:49:33 GMT 2025","8084","webkit","src/features/login.feature.spec.js","User Authentication and Login","","","Successful login with performance glitch user",""
"passed","Mon Oct 13 00:49:41 GMT 2025","Mon Oct 13 00:49:46 GMT 2025","4891","webkit","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Purchase with visual user to test UI consistency",""
"passed","Mon Oct 13 00:47:13 GMT 2025","Mon Oct 13 00:47:15 GMT 2025","2078","firefox","src/features/login.feature.spec.js","User Authentication and Login","","","Successful login with standard user",""
"passed","Mon Oct 13 00:47:05 GMT 2025","Mon Oct 13 00:47:08 GMT 2025","3064","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Add all available products to cart",""
"passed","Mon Oct 13 00:48:07 GMT 2025","Mon Oct 13 00:48:09 GMT 2025","2097","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #5",""
"passed","Mon Oct 13 00:49:14 GMT 2025","Mon Oct 13 00:49:17 GMT 2025","2094","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Verify product details in cart match inventory",""
"passed","Mon Oct 13 00:49:34 GMT 2025","Mon Oct 13 00:49:38 GMT 2025","4047","webkit","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Complete purchase of a single product with standard user",""
"passed","Mon Oct 13 00:47:11 GMT 2025","Mon Oct 13 00:47:13 GMT 2025","2650","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #5",""
"passed","Mon Oct 13 00:46:54 GMT 2025","Mon Oct 13 00:47:03 GMT 2025","9624","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Remove product from cart page",""
"passed","Mon Oct 13 00:47:03 GMT 2025","Mon Oct 13 00:47:05 GMT 2025","1492","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Continue shopping from cart",""
"passed","Mon Oct 13 00:49:28 GMT 2025","Mon Oct 13 00:49:30 GMT 2025","2004","webkit","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with empty password",""
"passed","Mon Oct 13 00:48:16 GMT 2025","Mon Oct 13 00:48:18 GMT 2025","1685","chromium","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #6",""
"passed","Mon Oct 13 00:48:58 GMT 2025","Mon Oct 13 00:49:12 GMT 2025","13963","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Remove product from cart page",""
"passed","Mon Oct 13 00:47:24 GMT 2025","Mon Oct 13 00:47:29 GMT 2025","5228","firefox","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Complete purchase of multiple products",""
"passed","Mon Oct 13 00:49:27 GMT 2025","Mon Oct 13 00:49:29 GMT 2025","2008","webkit","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with empty username",""
"passed","Mon Oct 13 00:49:20 GMT 2025","Mon Oct 13 00:49:23 GMT 2025","2905","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #4",""
"passed","Mon Oct 13 00:49:09 GMT 2025","Mon Oct 13 00:49:12 GMT 2025","3353","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Remove multiple products from cart",""
"passed","Mon Oct 13 00:49:33 GMT 2025","Mon Oct 13 00:49:35 GMT 2025","2172","webkit","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #5",""
"passed","Mon Oct 13 00:49:36 GMT 2025","Mon Oct 13 00:49:40 GMT 2025","3970","webkit","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Purchase after sorting products by price (low to high)",""
"passed","Mon Oct 13 00:49:32 GMT 2025","Mon Oct 13 00:49:34 GMT 2025","2183","webkit","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #3",""
"passed","Mon Oct 13 00:48:08 GMT 2025","Mon Oct 13 00:48:10 GMT 2025","1538","chromium","src/features/login.feature.spec.js","User Authentication and Login","","","Successful login with standard user",""
"passed","Mon Oct 13 00:47:00 GMT 2025","Mon Oct 13 00:47:08 GMT 2025","7371","firefox","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Clear entire cart",""
"passed","Mon Oct 13 00:48:10 GMT 2025","Mon Oct 13 00:48:11 GMT 2025","1369","chromium","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with locked out user",""
"passed","Mon Oct 13 00:49:29 GMT 2025","Mon Oct 13 00:49:32 GMT 2025","2149","webkit","src/features/login.feature.spec.js","User Authentication and Login","","","Login with visual user to check UI consistency",""
"passed","Mon Oct 13 00:49:23 GMT 2025","Mon Oct 13 00:49:25 GMT 2025","2175","webkit","src/features/login.feature.spec.js","User Authentication and Login","","","Successful login with standard user",""
"passed","Mon Oct 13 00:47:52 GMT 2025","Mon Oct 13 00:47:55 GMT 2025","3232","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Add single product to cart",""
"passed","Mon Oct 13 00:48:18 GMT 2025","Mon Oct 13 00:48:21 GMT 2025","2678","chromium","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Purchase after sorting products by price (low to high)",""
"passed","Mon Oct 13 00:47:18 GMT 2025","Mon Oct 13 00:47:20 GMT 2025","1845","firefox","src/features/login.feature.spec.js","User Authentication and Login","","","Failed login with both fields empty",""
"passed","Mon Oct 13 00:48:24 GMT 2025","Mon Oct 13 00:48:33 GMT 2025","8895","chromium","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow > Purchase validation with different user types","","","Example #2",""
"passed","Mon Oct 13 00:47:28 GMT 2025","Mon Oct 13 00:47:33 GMT 2025","4528","firefox","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Attempt purchase with all products in cart",""
"passed","Mon Oct 13 00:49:46 GMT 2025","Mon Oct 13 00:49:51 GMT 2025","5164","webkit","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow > Purchase validation with different user types","","","Example #3",""
"passed","Mon Oct 13 00:48:21 GMT 2025","Mon Oct 13 00:48:36 GMT 2025","14325","chromium","src/features/purchase-flow.feature.spec.js","E2E Product Purchase Flow","","","Purchase with performance glitch user",""
"passed","Mon Oct 13 00:48:05 GMT 2025","Mon Oct 13 00:48:07 GMT 2025","2196","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management > Cart operations with different products","","","Example #3",""
"passed","Mon Oct 13 00:47:52 GMT 2025","Mon Oct 13 00:48:00 GMT 2025","8018","chromium","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Remove product from cart page",""
"passed","Mon Oct 13 00:48:09 GMT 2025","Mon Oct 13 00:48:10 GMT 2025","1557","chromium","src/features/login.feature.spec.js","User Authentication and Login","","","Successful login with problem user",""
"passed","Mon Oct 13 00:47:20 GMT 2025","Mon Oct 13 00:47:22 GMT 2025","2195","firefox","src/features/login.feature.spec.js","User Authentication and Login > Login with various user types","","","Example #2",""
"passed","Mon Oct 13 00:49:12 GMT 2025","Mon Oct 13 00:49:14 GMT 2025","2333","webkit","src/features/cart-management.feature.spec.js","Shopping Cart Management","","","Continue shopping from cart",""
